========== HORIZONTAL BEGIN ==========
row = 3, col = 16, congestion_value = 1.13043, demand = 26, supply = 23
row = 23, col = 17, congestion_value = 1.04348, demand = 24, supply = 23
row = 23, col = 18, congestion_value = 1.47826, demand = 34, supply = 23
row = 23, col = 20, congestion_value = 1.26087, demand = 29, supply = 23
row = 23, col = 21, congestion_value = 1.04348, demand = 24, supply = 23
row = 23, col = 26, congestion_value = 1.04348, demand = 24, supply = 23
row = 23, col = 32, congestion_value = 1.52174, demand = 35, supply = 23
row = 23, col = 58, congestion_value = 1.17391, demand = 27, supply = 23
row = 24, col = 8, congestion_value = 1.04348, demand = 24, supply = 23
row = 24, col = 11, congestion_value = 1.26087, demand = 29, supply = 23
row = 24, col = 13, congestion_value = 1.34783, demand = 31, supply = 23
row = 24, col = 14, congestion_value = 1.43478, demand = 33, supply = 23
row = 24, col = 15, congestion_value = 1.08696, demand = 25, supply = 23
row = 24, col = 16, congestion_value = 1.26087, demand = 29, supply = 23
row = 24, col = 17, congestion_value = 1.04348, demand = 24, supply = 23
row = 24, col = 18, congestion_value = 1.34783, demand = 31, supply = 23
row = 24, col = 20, congestion_value = 1.34783, demand = 31, supply = 23
row = 24, col = 21, congestion_value = 1.08696, demand = 25, supply = 23
row = 24, col = 22, congestion_value = 1.17391, demand = 27, supply = 23
row = 24, col = 32, congestion_value = 1.3913, demand = 32, supply = 23
row = 24, col = 58, congestion_value = 1.17391, demand = 27, supply = 23
row = 25, col = 8, congestion_value = 1.08696, demand = 25, supply = 23
row = 25, col = 13, congestion_value = 1.26087, demand = 29, supply = 23
row = 25, col = 14, congestion_value = 1.3913, demand = 32, supply = 23
row = 25, col = 16, congestion_value = 1.21739, demand = 28, supply = 23
row = 25, col = 17, congestion_value = 1.04348, demand = 24, supply = 23
row = 25, col = 18, congestion_value = 1.34783, demand = 31, supply = 23
row = 25, col = 20, congestion_value = 1.47826, demand = 34, supply = 23
row = 25, col = 22, congestion_value = 1.04348, demand = 24, supply = 23
row = 25, col = 23, congestion_value = 1.17391, demand = 27, supply = 23
row = 25, col = 32, congestion_value = 1.17391, demand = 27, supply = 23
row = 25, col = 58, congestion_value = 1.34783, demand = 31, supply = 23
row = 26, col = 13, congestion_value = 1.26087, demand = 29, supply = 23
row = 26, col = 14, congestion_value = 1.43478, demand = 33, supply = 23
row = 26, col = 15, congestion_value = 1.04348, demand = 24, supply = 23
row = 26, col = 16, congestion_value = 1.43478, demand = 33, supply = 23
row = 26, col = 18, congestion_value = 1.30435, demand = 30, supply = 23
row = 26, col = 19, congestion_value = 1.08696, demand = 25, supply = 23
row = 26, col = 20, congestion_value = 1.30435, demand = 30, supply = 23
row = 26, col = 23, congestion_value = 1.08696, demand = 25, supply = 23
row = 26, col = 32, congestion_value = 1.04348, demand = 24, supply = 23
row = 26, col = 58, congestion_value = 1.3913, demand = 32, supply = 23
row = 27, col = 14, congestion_value = 1.47826, demand = 34, supply = 23
row = 27, col = 16, congestion_value = 1.34783, demand = 31, supply = 23
row = 27, col = 20, congestion_value = 1.26087, demand = 29, supply = 23
row = 27, col = 23, congestion_value = 1.08696, demand = 25, supply = 23
row = 27, col = 32, congestion_value = 1.17391, demand = 27, supply = 23
row = 27, col = 58, congestion_value = 1.04348, demand = 24, supply = 23
row = 28, col = 14, congestion_value = 1.3913, demand = 32, supply = 23
row = 28, col = 16, congestion_value = 1.26087, demand = 29, supply = 23
row = 28, col = 17, congestion_value = 1.04348, demand = 24, supply = 23
row = 28, col = 18, congestion_value = 1.17391, demand = 27, supply = 23
row = 28, col = 19, congestion_value = 1.04348, demand = 24, supply = 23
row = 28, col = 20, congestion_value = 1.26087, demand = 29, supply = 23
row = 28, col = 22, congestion_value = 1.08696, demand = 25, supply = 23
row = 28, col = 23, congestion_value = 1.17391, demand = 27, supply = 23
row = 28, col = 58, congestion_value = 1.04348, demand = 24, supply = 23
row = 29, col = 14, congestion_value = 1.30435, demand = 30, supply = 23
row = 29, col = 18, congestion_value = 1.26087, demand = 29, supply = 23
row = 29, col = 20, congestion_value = 1.17391, demand = 27, supply = 23
row = 29, col = 22, congestion_value = 1.04348, demand = 24, supply = 23
row = 30, col = 13, congestion_value = 1.04348, demand = 24, supply = 23
row = 30, col = 14, congestion_value = 1.17391, demand = 27, supply = 23
row = 30, col = 18, congestion_value = 1.04348, demand = 24, supply = 23
row = 30, col = 20, congestion_value = 1.08696, demand = 25, supply = 23
row = 30, col = 22, congestion_value = 1.13043, demand = 26, supply = 23
row = 31, col = 13, congestion_value = 1.13043, demand = 26, supply = 23
row = 31, col = 16, congestion_value = 1.04348, demand = 24, supply = 23
row = 31, col = 18, congestion_value = 1.04348, demand = 24, supply = 23
row = 31, col = 20, congestion_value = 1.13043, demand = 26, supply = 23
row = 31, col = 22, congestion_value = 1.13043, demand = 26, supply = 23
row = 31, col = 23, congestion_value = 1.04348, demand = 24, supply = 23
row = 31, col = 60, congestion_value = 1.08696, demand = 25, supply = 23
row = 32, col = 12, congestion_value = 1.08696, demand = 25, supply = 23
row = 32, col = 13, congestion_value = 1.13043, demand = 26, supply = 23
row = 32, col = 16, congestion_value = 1.13043, demand = 26, supply = 23
row = 32, col = 20, congestion_value = 1.13043, demand = 26, supply = 23
row = 32, col = 23, congestion_value = 1.04348, demand = 24, supply = 23
row = 32, col = 36, congestion_value = 1.21739, demand = 28, supply = 23
row = 33, col = 12, congestion_value = 1.26087, demand = 29, supply = 23
row = 33, col = 13, congestion_value = 1.21739, demand = 28, supply = 23
row = 33, col = 14, congestion_value = 1.04348, demand = 24, supply = 23
row = 33, col = 16, congestion_value = 1.3913, demand = 32, supply = 23
row = 33, col = 23, congestion_value = 1.08696, demand = 25, supply = 23
row = 33, col = 36, congestion_value = 1.21739, demand = 28, supply = 23
row = 33, col = 38, congestion_value = 1.21739, demand = 28, supply = 23
row = 34, col = 13, congestion_value = 1.13043, demand = 26, supply = 23
row = 34, col = 14, congestion_value = 1.08696, demand = 25, supply = 23
row = 34, col = 16, congestion_value = 1.13043, demand = 26, supply = 23
row = 34, col = 19, congestion_value = 1.04348, demand = 24, supply = 23
row = 34, col = 22, congestion_value = 1.13043, demand = 26, supply = 23
row = 34, col = 23, congestion_value = 1.13043, demand = 26, supply = 23
row = 34, col = 38, congestion_value = 1.04348, demand = 24, supply = 23
row = 35, col = 16, congestion_value = 1.17391, demand = 27, supply = 23
row = 35, col = 19, congestion_value = 1.04348, demand = 24, supply = 23
row = 35, col = 22, congestion_value = 1.13043, demand = 26, supply = 23
row = 35, col = 38, congestion_value = 1.17391, demand = 27, supply = 23
row = 35, col = 40, congestion_value = 1.13043, demand = 26, supply = 23
row = 36, col = 8, congestion_value = 1.08696, demand = 25, supply = 23
row = 36, col = 14, congestion_value = 1.30435, demand = 30, supply = 23
row = 36, col = 40, congestion_value = 1.43478, demand = 33, supply = 23
row = 36, col = 59, congestion_value = 1.04348, demand = 24, supply = 23
row = 37, col = 8, congestion_value = 1.17391, demand = 27, supply = 23
row = 37, col = 14, congestion_value = 1.26087, demand = 29, supply = 23
row = 37, col = 40, congestion_value = 1.26087, demand = 29, supply = 23
row = 37, col = 42, congestion_value = 1.08696, demand = 25, supply = 23
row = 37, col = 56, congestion_value = 1.04348, demand = 24, supply = 23
row = 37, col = 59, congestion_value = 1.08696, demand = 25, supply = 23
row = 38, col = 8, congestion_value = 1.13043, demand = 26, supply = 23
row = 38, col = 11, congestion_value = 1.04348, demand = 24, supply = 23
row = 38, col = 12, congestion_value = 1.08696, demand = 25, supply = 23
row = 38, col = 13, congestion_value = 1.08696, demand = 25, supply = 23
row = 38, col = 14, congestion_value = 1.04348, demand = 24, supply = 23
row = 38, col = 18, congestion_value = 1.30435, demand = 30, supply = 23
row = 38, col = 40, congestion_value = 1.17391, demand = 27, supply = 23
row = 38, col = 59, congestion_value = 1.08696, demand = 25, supply = 23
row = 38, col = 60, congestion_value = 1.04348, demand = 24, supply = 23
row = 39, col = 8, congestion_value = 1.04348, demand = 24, supply = 23
row = 39, col = 14, congestion_value = 1.04348, demand = 24, supply = 23
row = 39, col = 26, congestion_value = 1.04348, demand = 24, supply = 23
row = 39, col = 59, congestion_value = 1.08696, demand = 25, supply = 23
row = 40, col = 13, congestion_value = 1.04348, demand = 24, supply = 23
row = 40, col = 18, congestion_value = 1.13043, demand = 26, supply = 23
row = 40, col = 40, congestion_value = 1.08696, demand = 25, supply = 23
row = 40, col = 59, congestion_value = 1.04348, demand = 24, supply = 23
row = 41, col = 18, congestion_value = 1.13043, demand = 26, supply = 23
row = 41, col = 38, congestion_value = 1.08696, demand = 25, supply = 23
row = 41, col = 40, congestion_value = 1.17391, demand = 27, supply = 23
row = 41, col = 45, congestion_value = 1.17391, demand = 27, supply = 23
row = 42, col = 18, congestion_value = 1.08696, demand = 25, supply = 23
row = 42, col = 38, congestion_value = 1.17391, demand = 27, supply = 23
row = 42, col = 39, congestion_value = 1.08696, demand = 25, supply = 23
row = 42, col = 40, congestion_value = 1.17391, demand = 27, supply = 23
row = 42, col = 46, congestion_value = 1.13043, demand = 26, supply = 23
row = 42, col = 56, congestion_value = 1.08696, demand = 25, supply = 23
row = 43, col = 38, congestion_value = 1.3913, demand = 32, supply = 23
row = 43, col = 40, congestion_value = 1.26087, demand = 29, supply = 23
row = 43, col = 56, congestion_value = 1.30435, demand = 30, supply = 23
row = 43, col = 63, congestion_value = 1.21739, demand = 28, supply = 23
row = 44, col = 38, congestion_value = 1.47826, demand = 34, supply = 23
row = 44, col = 39, congestion_value = 1.04348, demand = 24, supply = 23
row = 44, col = 40, congestion_value = 1.26087, demand = 29, supply = 23
row = 44, col = 41, congestion_value = 1.04348, demand = 24, supply = 23
row = 44, col = 43, congestion_value = 1.04348, demand = 24, supply = 23
row = 44, col = 53, congestion_value = 1.08696, demand = 25, supply = 23
row = 44, col = 56, congestion_value = 1.08696, demand = 25, supply = 23
row = 44, col = 59, congestion_value = 1.04348, demand = 24, supply = 23
row = 44, col = 61, congestion_value = 1.04348, demand = 24, supply = 23
row = 45, col = 32, congestion_value = 1.04348, demand = 24, supply = 23
row = 45, col = 38, congestion_value = 1.43478, demand = 33, supply = 23
row = 45, col = 39, congestion_value = 1.08696, demand = 25, supply = 23
row = 45, col = 40, congestion_value = 1.34783, demand = 31, supply = 23
row = 45, col = 41, congestion_value = 1.26087, demand = 29, supply = 23
row = 45, col = 43, congestion_value = 1.08696, demand = 25, supply = 23
row = 46, col = 38, congestion_value = 1.21739, demand = 28, supply = 23
row = 46, col = 40, congestion_value = 1.30435, demand = 30, supply = 23
row = 46, col = 41, congestion_value = 1.21739, demand = 28, supply = 23
row = 46, col = 43, congestion_value = 1.13043, demand = 26, supply = 23
row = 46, col = 46, congestion_value = 1.13043, demand = 26, supply = 23
row = 46, col = 57, congestion_value = 1.13043, demand = 26, supply = 23
row = 47, col = 38, congestion_value = 1.17391, demand = 27, supply = 23
row = 47, col = 40, congestion_value = 1.21739, demand = 28, supply = 23
row = 47, col = 41, congestion_value = 1.13043, demand = 26, supply = 23
row = 47, col = 43, congestion_value = 1.08696, demand = 25, supply = 23
row = 47, col = 61, congestion_value = 1.08696, demand = 25, supply = 23
row = 48, col = 38, congestion_value = 1.13043, demand = 26, supply = 23
row = 48, col = 41, congestion_value = 1.04348, demand = 24, supply = 23
row = 48, col = 49, congestion_value = 1.04348, demand = 24, supply = 23
row = 48, col = 54, congestion_value = 1.26087, demand = 29, supply = 23
row = 48, col = 61, congestion_value = 1.04348, demand = 24, supply = 23
row = 49, col = 38, congestion_value = 1.21739, demand = 28, supply = 23
row = 49, col = 41, congestion_value = 1.04348, demand = 24, supply = 23
row = 49, col = 55, congestion_value = 1.13043, demand = 26, supply = 23
row = 49, col = 58, congestion_value = 1.13043, demand = 26, supply = 23
row = 50, col = 38, congestion_value = 1.26087, demand = 29, supply = 23
row = 50, col = 42, congestion_value = 1.17391, demand = 27, supply = 23
row = 50, col = 56, congestion_value = 1.17391, demand = 27, supply = 23
row = 50, col = 61, congestion_value = 1.13043, demand = 26, supply = 23
row = 51, col = 26, congestion_value = 1.13043, demand = 26, supply = 23
row = 51, col = 38, congestion_value = 1.26087, demand = 29, supply = 23
row = 51, col = 40, congestion_value = 1.13043, demand = 26, supply = 23
row = 51, col = 41, congestion_value = 1.08696, demand = 25, supply = 23
row = 51, col = 42, congestion_value = 1.08696, demand = 25, supply = 23
row = 51, col = 57, congestion_value = 1.04348, demand = 24, supply = 23
row = 51, col = 61, congestion_value = 1.17391, demand = 27, supply = 23
row = 52, col = 25, congestion_value = 1.13043, demand = 26, supply = 23
row = 52, col = 33, congestion_value = 1.04348, demand = 24, supply = 23
row = 52, col = 34, congestion_value = 1.04348, demand = 24, supply = 23
row = 52, col = 38, congestion_value = 1.3913, demand = 32, supply = 23
row = 52, col = 40, congestion_value = 1.17391, demand = 27, supply = 23
row = 52, col = 41, congestion_value = 1.04348, demand = 24, supply = 23
row = 52, col = 61, congestion_value = 1.17391, demand = 27, supply = 23
row = 53, col = 38, congestion_value = 1.21739, demand = 28, supply = 23
row = 53, col = 40, congestion_value = 1.34783, demand = 31, supply = 23
row = 54, col = 38, congestion_value = 1.30435, demand = 30, supply = 23
row = 54, col = 40, congestion_value = 1.30435, demand = 30, supply = 23
row = 54, col = 41, congestion_value = 1.04348, demand = 24, supply = 23
row = 55, col = 26, congestion_value = 1.04348, demand = 24, supply = 23
row = 55, col = 38, congestion_value = 1.26087, demand = 29, supply = 23
row = 55, col = 40, congestion_value = 1.21739, demand = 28, supply = 23
row = 56, col = 26, congestion_value = 1.21739, demand = 28, supply = 23
row = 56, col = 38, congestion_value = 1.3913, demand = 32, supply = 23
row = 56, col = 40, congestion_value = 1.26087, demand = 29, supply = 23
row = 56, col = 45, congestion_value = 1.08696, demand = 25, supply = 23
row = 57, col = 26, congestion_value = 1.08696, demand = 25, supply = 23
row = 57, col = 38, congestion_value = 1.08696, demand = 25, supply = 23
row = 57, col = 40, congestion_value = 1.34783, demand = 31, supply = 23
row = 57, col = 45, congestion_value = 1.08696, demand = 25, supply = 23
row = 58, col = 26, congestion_value = 1.13043, demand = 26, supply = 23
row = 58, col = 27, congestion_value = 1.13043, demand = 26, supply = 23
row = 58, col = 40, congestion_value = 1.34783, demand = 31, supply = 23
row = 59, col = 26, congestion_value = 1.17391, demand = 27, supply = 23
row = 59, col = 27, congestion_value = 1.21739, demand = 28, supply = 23
row = 59, col = 28, congestion_value = 1.08696, demand = 25, supply = 23
row = 59, col = 40, congestion_value = 1.26087, demand = 29, supply = 23
row = 60, col = 2, congestion_value = 1.08696, demand = 25, supply = 23
row = 60, col = 26, congestion_value = 1.21739, demand = 28, supply = 23
row = 60, col = 27, congestion_value = 1.21739, demand = 28, supply = 23
row = 60, col = 40, congestion_value = 1.21739, demand = 28, supply = 23
row = 61, col = 11, congestion_value = 1.13043, demand = 26, supply = 23
row = 61, col = 26, congestion_value = 1.17391, demand = 27, supply = 23
row = 61, col = 40, congestion_value = 1.26087, demand = 29, supply = 23
row = 62, col = 1, congestion_value = 1.13043, demand = 26, supply = 23
row = 62, col = 2, congestion_value = 1.08696, demand = 25, supply = 23
row = 62, col = 11, congestion_value = 1.17391, demand = 27, supply = 23
row = 62, col = 26, congestion_value = 1.17391, demand = 27, supply = 23
row = 62, col = 27, congestion_value = 1.13043, demand = 26, supply = 23
row = 62, col = 40, congestion_value = 1.08696, demand = 25, supply = 23
row = 63, col = 11, congestion_value = 1.30435, demand = 30, supply = 23
row = 63, col = 12, congestion_value = 1.04348, demand = 24, supply = 23
row = 63, col = 40, congestion_value = 1.26087, demand = 29, supply = 23
row = 64, col = 9, congestion_value = 1.13043, demand = 26, supply = 23
row = 64, col = 11, congestion_value = 1.13043, demand = 26, supply = 23
row = 64, col = 12, congestion_value = 1.21739, demand = 28, supply = 23
row = 64, col = 40, congestion_value = 1.13043, demand = 26, supply = 23
row = 65, col = 2, congestion_value = 1.17391, demand = 27, supply = 23
row = 65, col = 9, congestion_value = 1.08696, demand = 25, supply = 23
row = 65, col = 11, congestion_value = 1.26087, demand = 29, supply = 23
row = 65, col = 12, congestion_value = 1.21739, demand = 28, supply = 23
row = 65, col = 40, congestion_value = 1.04348, demand = 24, supply = 23
row = 66, col = 2, congestion_value = 1.21739, demand = 28, supply = 23
row = 66, col = 7, congestion_value = 1.04348, demand = 24, supply = 23
row = 66, col = 9, congestion_value = 1.08696, demand = 25, supply = 23
row = 66, col = 11, congestion_value = 1.08696, demand = 25, supply = 23
row = 66, col = 12, congestion_value = 1.08696, demand = 25, supply = 23
row = 67, col = 2, congestion_value = 1.26087, demand = 29, supply = 23
row = 67, col = 11, congestion_value = 1.17391, demand = 27, supply = 23
row = 67, col = 12, congestion_value = 1.13043, demand = 26, supply = 23
row = 68, col = 2, congestion_value = 1.13043, demand = 26, supply = 23
row = 68, col = 3, congestion_value = 1.04348, demand = 24, supply = 23
row = 68, col = 12, congestion_value = 1.04348, demand = 24, supply = 23
row = 69, col = 38, congestion_value = 1.04348, demand = 24, supply = 23
row = 70, col = 26, congestion_value = 1.04348, demand = 24, supply = 23
row = 71, col = 5, congestion_value = 1.17391, demand = 27, supply = 23
row = 71, col = 10, congestion_value = 1.17391, demand = 27, supply = 23
row = 71, col = 26, congestion_value = 1.04348, demand = 24, supply = 23
row = 71, col = 38, congestion_value = 1.17391, demand = 27, supply = 23
row = 72, col = 7, congestion_value = 1.08696, demand = 25, supply = 23
row = 72, col = 10, congestion_value = 1.04348, demand = 24, supply = 23
row = 72, col = 38, congestion_value = 1.26087, demand = 29, supply = 23
