========== HORIZONTAL BEGIN ==========
row = 2, col = 44, congestion_value = 1.21429, demand = 17, supply = 14
row = 17, col = 40, congestion_value = 1.5, demand = 21, supply = 14
row = 17, col = 41, congestion_value = 1.14286, demand = 16, supply = 14
row = 17, col = 42, congestion_value = 1.28571, demand = 18, supply = 14
row = 17, col = 43, congestion_value = 1.21429, demand = 17, supply = 14
row = 17, col = 45, congestion_value = 1.71429, demand = 24, supply = 14
row = 18, col = 9, congestion_value = 1.21429, demand = 17, supply = 14
row = 18, col = 26, congestion_value = 1.07143, demand = 15, supply = 14
row = 18, col = 27, congestion_value = 1.07143, demand = 15, supply = 14
row = 18, col = 29, congestion_value = 1.14286, demand = 16, supply = 14
row = 18, col = 35, congestion_value = 1.28571, demand = 18, supply = 14
row = 18, col = 37, congestion_value = 2, demand = 28, supply = 14
row = 18, col = 38, congestion_value = 2.42857, demand = 34, supply = 14
row = 18, col = 39, congestion_value = 1.07143, demand = 15, supply = 14
row = 18, col = 40, congestion_value = 1.42857, demand = 20, supply = 14
row = 18, col = 41, congestion_value = 1.21429, demand = 17, supply = 14
row = 18, col = 42, congestion_value = 1.57143, demand = 22, supply = 14
row = 18, col = 43, congestion_value = 1.07143, demand = 15, supply = 14
row = 18, col = 45, congestion_value = 1.64286, demand = 23, supply = 14
row = 18, col = 54, congestion_value = 1.07143, demand = 15, supply = 14
row = 19, col = 9, congestion_value = 1.07143, demand = 15, supply = 14
row = 19, col = 29, congestion_value = 1.07143, demand = 15, supply = 14
row = 19, col = 32, congestion_value = 1.21429, demand = 17, supply = 14
row = 19, col = 35, congestion_value = 1.35714, demand = 19, supply = 14
row = 19, col = 37, congestion_value = 1.85714, demand = 26, supply = 14
row = 19, col = 38, congestion_value = 2.14286, demand = 30, supply = 14
row = 19, col = 39, congestion_value = 1.42857, demand = 20, supply = 14
row = 19, col = 40, congestion_value = 1.42857, demand = 20, supply = 14
row = 19, col = 41, congestion_value = 1.14286, demand = 16, supply = 14
row = 19, col = 42, congestion_value = 1.5, demand = 21, supply = 14
row = 19, col = 45, congestion_value = 1.78571, demand = 25, supply = 14
row = 19, col = 47, congestion_value = 1.07143, demand = 15, supply = 14
row = 19, col = 50, congestion_value = 1.07143, demand = 15, supply = 14
row = 20, col = 9, congestion_value = 1.07143, demand = 15, supply = 14
row = 20, col = 29, congestion_value = 1.28571, demand = 18, supply = 14
row = 20, col = 32, congestion_value = 1.14286, demand = 16, supply = 14
row = 20, col = 35, congestion_value = 1.5, demand = 21, supply = 14
row = 20, col = 37, congestion_value = 1.57143, demand = 22, supply = 14
row = 20, col = 38, congestion_value = 2.28571, demand = 32, supply = 14
row = 20, col = 39, congestion_value = 1.5, demand = 21, supply = 14
row = 20, col = 40, congestion_value = 1.5, demand = 21, supply = 14
row = 20, col = 41, congestion_value = 1.28571, demand = 18, supply = 14
row = 20, col = 42, congestion_value = 1.57143, demand = 22, supply = 14
row = 20, col = 44, congestion_value = 1.14286, demand = 16, supply = 14
row = 20, col = 45, congestion_value = 1.57143, demand = 22, supply = 14
row = 20, col = 47, congestion_value = 1.14286, demand = 16, supply = 14
row = 21, col = 29, congestion_value = 1.5, demand = 21, supply = 14
row = 21, col = 33, congestion_value = 1.07143, demand = 15, supply = 14
row = 21, col = 35, congestion_value = 1.35714, demand = 19, supply = 14
row = 21, col = 37, congestion_value = 1.57143, demand = 22, supply = 14
row = 21, col = 38, congestion_value = 2.35714, demand = 33, supply = 14
row = 21, col = 39, congestion_value = 1.42857, demand = 20, supply = 14
row = 21, col = 40, congestion_value = 1.57143, demand = 22, supply = 14
row = 21, col = 41, congestion_value = 1.07143, demand = 15, supply = 14
row = 21, col = 42, congestion_value = 1.64286, demand = 23, supply = 14
row = 21, col = 45, congestion_value = 1.85714, demand = 26, supply = 14
row = 21, col = 47, congestion_value = 1.07143, demand = 15, supply = 14
row = 22, col = 29, congestion_value = 1.14286, demand = 16, supply = 14
row = 22, col = 35, congestion_value = 1.21429, demand = 17, supply = 14
row = 22, col = 36, congestion_value = 1.07143, demand = 15, supply = 14
row = 22, col = 37, congestion_value = 1.78571, demand = 25, supply = 14
row = 22, col = 38, congestion_value = 2.35714, demand = 33, supply = 14
row = 22, col = 39, congestion_value = 1.35714, demand = 19, supply = 14
row = 22, col = 40, congestion_value = 1.5, demand = 21, supply = 14
row = 22, col = 42, congestion_value = 1.35714, demand = 19, supply = 14
row = 22, col = 44, congestion_value = 1.07143, demand = 15, supply = 14
row = 22, col = 45, congestion_value = 1.85714, demand = 26, supply = 14
row = 22, col = 46, congestion_value = 1.07143, demand = 15, supply = 14
row = 22, col = 47, congestion_value = 1.07143, demand = 15, supply = 14
row = 22, col = 59, congestion_value = 1.14286, demand = 16, supply = 14
row = 23, col = 35, congestion_value = 1.5, demand = 21, supply = 14
row = 23, col = 36, congestion_value = 1.07143, demand = 15, supply = 14
row = 23, col = 37, congestion_value = 1.64286, demand = 23, supply = 14
row = 23, col = 38, congestion_value = 2.57143, demand = 36, supply = 14
row = 23, col = 39, congestion_value = 1.71429, demand = 24, supply = 14
row = 23, col = 40, congestion_value = 1.57143, demand = 22, supply = 14
row = 23, col = 41, congestion_value = 1.28571, demand = 18, supply = 14
row = 23, col = 42, congestion_value = 1.64286, demand = 23, supply = 14
row = 23, col = 44, congestion_value = 1.42857, demand = 20, supply = 14
row = 23, col = 45, congestion_value = 2.21429, demand = 31, supply = 14
row = 23, col = 46, congestion_value = 1.35714, demand = 19, supply = 14
row = 23, col = 59, congestion_value = 1.14286, demand = 16, supply = 14
row = 24, col = 6, congestion_value = 1.28571, demand = 18, supply = 14
row = 24, col = 34, congestion_value = 1.14286, demand = 16, supply = 14
row = 24, col = 35, congestion_value = 1.42857, demand = 20, supply = 14
row = 24, col = 36, congestion_value = 1.14286, demand = 16, supply = 14
row = 24, col = 37, congestion_value = 1.64286, demand = 23, supply = 14
row = 24, col = 38, congestion_value = 2.42857, demand = 34, supply = 14
row = 24, col = 39, congestion_value = 2.07143, demand = 29, supply = 14
row = 24, col = 40, congestion_value = 1.42857, demand = 20, supply = 14
row = 24, col = 41, congestion_value = 1.28571, demand = 18, supply = 14
row = 24, col = 42, congestion_value = 1.42857, demand = 20, supply = 14
row = 24, col = 44, congestion_value = 1.21429, demand = 17, supply = 14
row = 24, col = 45, congestion_value = 2.28571, demand = 32, supply = 14
row = 24, col = 46, congestion_value = 1.42857, demand = 20, supply = 14
row = 24, col = 47, congestion_value = 1.07143, demand = 15, supply = 14
row = 24, col = 59, congestion_value = 1.28571, demand = 18, supply = 14
row = 25, col = 6, congestion_value = 1.07143, demand = 15, supply = 14
row = 25, col = 7, congestion_value = 1.07143, demand = 15, supply = 14
row = 25, col = 34, congestion_value = 1.07143, demand = 15, supply = 14
row = 25, col = 35, congestion_value = 1.5, demand = 21, supply = 14
row = 25, col = 36, congestion_value = 1.14286, demand = 16, supply = 14
row = 25, col = 37, congestion_value = 1.71429, demand = 24, supply = 14
row = 25, col = 38, congestion_value = 2.42857, demand = 34, supply = 14
row = 25, col = 39, congestion_value = 2, demand = 28, supply = 14
row = 25, col = 40, congestion_value = 1.78571, demand = 25, supply = 14
row = 25, col = 41, congestion_value = 1.21429, demand = 17, supply = 14
row = 25, col = 42, congestion_value = 1.57143, demand = 22, supply = 14
row = 25, col = 44, congestion_value = 1.14286, demand = 16, supply = 14
row = 25, col = 45, congestion_value = 2.07143, demand = 29, supply = 14
row = 25, col = 46, congestion_value = 1.28571, demand = 18, supply = 14
row = 25, col = 47, congestion_value = 1.21429, demand = 17, supply = 14
row = 25, col = 58, congestion_value = 1.14286, demand = 16, supply = 14
row = 25, col = 59, congestion_value = 1.14286, demand = 16, supply = 14
row = 26, col = 1, congestion_value = 1.07143, demand = 15, supply = 14
row = 26, col = 34, congestion_value = 1.21429, demand = 17, supply = 14
row = 26, col = 35, congestion_value = 1.28571, demand = 18, supply = 14
row = 26, col = 36, congestion_value = 1.14286, demand = 16, supply = 14
row = 26, col = 37, congestion_value = 1.71429, demand = 24, supply = 14
row = 26, col = 38, congestion_value = 2.5, demand = 35, supply = 14
row = 26, col = 39, congestion_value = 1.57143, demand = 22, supply = 14
row = 26, col = 40, congestion_value = 1.57143, demand = 22, supply = 14
row = 26, col = 41, congestion_value = 1.57143, demand = 22, supply = 14
row = 26, col = 42, congestion_value = 1.57143, demand = 22, supply = 14
row = 26, col = 44, congestion_value = 1.28571, demand = 18, supply = 14
row = 26, col = 45, congestion_value = 2.42857, demand = 34, supply = 14
row = 26, col = 46, congestion_value = 1.35714, demand = 19, supply = 14
row = 26, col = 47, congestion_value = 1.28571, demand = 18, supply = 14
row = 26, col = 58, congestion_value = 1.07143, demand = 15, supply = 14
row = 27, col = 1, congestion_value = 1.07143, demand = 15, supply = 14
row = 27, col = 6, congestion_value = 1.07143, demand = 15, supply = 14
row = 27, col = 30, congestion_value = 1.07143, demand = 15, supply = 14
row = 27, col = 36, congestion_value = 1.57143, demand = 22, supply = 14
row = 27, col = 37, congestion_value = 1.78571, demand = 25, supply = 14
row = 27, col = 38, congestion_value = 2.64286, demand = 37, supply = 14
row = 27, col = 39, congestion_value = 1.64286, demand = 23, supply = 14
row = 27, col = 40, congestion_value = 1.92857, demand = 27, supply = 14
row = 27, col = 41, congestion_value = 1.85714, demand = 26, supply = 14
row = 27, col = 42, congestion_value = 1.71429, demand = 24, supply = 14
row = 27, col = 44, congestion_value = 1.21429, demand = 17, supply = 14
row = 27, col = 45, congestion_value = 2.14286, demand = 30, supply = 14
row = 27, col = 46, congestion_value = 1.42857, demand = 20, supply = 14
row = 27, col = 47, congestion_value = 1.14286, demand = 16, supply = 14
row = 28, col = 1, congestion_value = 1.21429, demand = 17, supply = 14
row = 28, col = 5, congestion_value = 1.21429, demand = 17, supply = 14
row = 28, col = 6, congestion_value = 1.28571, demand = 18, supply = 14
row = 28, col = 28, congestion_value = 1.21429, demand = 17, supply = 14
row = 28, col = 35, congestion_value = 1.14286, demand = 16, supply = 14
row = 28, col = 36, congestion_value = 1.35714, demand = 19, supply = 14
row = 28, col = 37, congestion_value = 1.71429, demand = 24, supply = 14
row = 28, col = 38, congestion_value = 2.64286, demand = 37, supply = 14
row = 28, col = 39, congestion_value = 1.71429, demand = 24, supply = 14
row = 28, col = 40, congestion_value = 2, demand = 28, supply = 14
row = 28, col = 41, congestion_value = 2, demand = 28, supply = 14
row = 28, col = 42, congestion_value = 1.35714, demand = 19, supply = 14
row = 28, col = 44, congestion_value = 1.21429, demand = 17, supply = 14
row = 28, col = 45, congestion_value = 2.28571, demand = 32, supply = 14
row = 28, col = 46, congestion_value = 1.42857, demand = 20, supply = 14
row = 28, col = 47, congestion_value = 1.21429, demand = 17, supply = 14
row = 28, col = 48, congestion_value = 1.35714, demand = 19, supply = 14
row = 29, col = 1, congestion_value = 1.28571, demand = 18, supply = 14
row = 29, col = 5, congestion_value = 1.14286, demand = 16, supply = 14
row = 29, col = 6, congestion_value = 1.21429, demand = 17, supply = 14
row = 29, col = 28, congestion_value = 1.21429, demand = 17, supply = 14
row = 29, col = 35, congestion_value = 1.14286, demand = 16, supply = 14
row = 29, col = 36, congestion_value = 1.42857, demand = 20, supply = 14
row = 29, col = 37, congestion_value = 1.42857, demand = 20, supply = 14
row = 29, col = 38, congestion_value = 2.21429, demand = 31, supply = 14
row = 29, col = 39, congestion_value = 1.57143, demand = 22, supply = 14
row = 29, col = 40, congestion_value = 2.07143, demand = 29, supply = 14
row = 29, col = 41, congestion_value = 1.85714, demand = 26, supply = 14
row = 29, col = 42, congestion_value = 1.5, demand = 21, supply = 14
row = 29, col = 44, congestion_value = 1.14286, demand = 16, supply = 14
row = 29, col = 45, congestion_value = 2.21429, demand = 31, supply = 14
row = 29, col = 46, congestion_value = 1.28571, demand = 18, supply = 14
row = 29, col = 47, congestion_value = 1.42857, demand = 20, supply = 14
row = 29, col = 48, congestion_value = 1.35714, demand = 19, supply = 14
row = 30, col = 1, congestion_value = 1.42857, demand = 20, supply = 14
row = 30, col = 6, congestion_value = 1.5, demand = 21, supply = 14
row = 30, col = 24, congestion_value = 1.07143, demand = 15, supply = 14
row = 30, col = 36, congestion_value = 1.07143, demand = 15, supply = 14
row = 30, col = 37, congestion_value = 1.42857, demand = 20, supply = 14
row = 30, col = 38, congestion_value = 2.14286, demand = 30, supply = 14
row = 30, col = 39, congestion_value = 1.71429, demand = 24, supply = 14
row = 30, col = 40, congestion_value = 1.92857, demand = 27, supply = 14
row = 30, col = 41, congestion_value = 1.71429, demand = 24, supply = 14
row = 30, col = 42, congestion_value = 1.5, demand = 21, supply = 14
row = 30, col = 44, congestion_value = 1.21429, demand = 17, supply = 14
row = 30, col = 45, congestion_value = 1.92857, demand = 27, supply = 14
row = 30, col = 46, congestion_value = 1.07143, demand = 15, supply = 14
row = 30, col = 47, congestion_value = 1.14286, demand = 16, supply = 14
row = 30, col = 48, congestion_value = 1.35714, demand = 19, supply = 14
row = 31, col = 6, congestion_value = 1.42857, demand = 20, supply = 14
row = 31, col = 12, congestion_value = 1.21429, demand = 17, supply = 14
row = 31, col = 37, congestion_value = 1.28571, demand = 18, supply = 14
row = 31, col = 38, congestion_value = 2, demand = 28, supply = 14
row = 31, col = 39, congestion_value = 1.64286, demand = 23, supply = 14
row = 31, col = 40, congestion_value = 1.78571, demand = 25, supply = 14
row = 31, col = 41, congestion_value = 1.5, demand = 21, supply = 14
row = 31, col = 42, congestion_value = 1.35714, demand = 19, supply = 14
row = 31, col = 44, congestion_value = 1.21429, demand = 17, supply = 14
row = 31, col = 45, congestion_value = 1.92857, demand = 27, supply = 14
row = 31, col = 50, congestion_value = 1.14286, demand = 16, supply = 14
row = 32, col = 6, congestion_value = 1.5, demand = 21, supply = 14
row = 32, col = 12, congestion_value = 1.07143, demand = 15, supply = 14
row = 32, col = 38, congestion_value = 1.78571, demand = 25, supply = 14
row = 32, col = 39, congestion_value = 1.57143, demand = 22, supply = 14
row = 32, col = 40, congestion_value = 1.71429, demand = 24, supply = 14
row = 32, col = 41, congestion_value = 1.35714, demand = 19, supply = 14
row = 32, col = 42, congestion_value = 1.42857, demand = 20, supply = 14
row = 32, col = 44, congestion_value = 1.28571, demand = 18, supply = 14
row = 32, col = 45, congestion_value = 1.5, demand = 21, supply = 14
row = 32, col = 47, congestion_value = 1.21429, demand = 17, supply = 14
row = 32, col = 50, congestion_value = 1.14286, demand = 16, supply = 14
row = 32, col = 62, congestion_value = 1.07143, demand = 15, supply = 14
row = 33, col = 6, congestion_value = 1.42857, demand = 20, supply = 14
row = 33, col = 19, congestion_value = 1.07143, demand = 15, supply = 14
row = 33, col = 38, congestion_value = 1.71429, demand = 24, supply = 14
row = 33, col = 39, congestion_value = 1.5, demand = 21, supply = 14
row = 33, col = 40, congestion_value = 1.64286, demand = 23, supply = 14
row = 33, col = 41, congestion_value = 1.21429, demand = 17, supply = 14
row = 33, col = 42, congestion_value = 1.35714, demand = 19, supply = 14
row = 33, col = 44, congestion_value = 1.35714, demand = 19, supply = 14
row = 33, col = 45, congestion_value = 1.57143, demand = 22, supply = 14
row = 33, col = 48, congestion_value = 1.21429, demand = 17, supply = 14
row = 33, col = 50, congestion_value = 1.42857, demand = 20, supply = 14
row = 33, col = 52, congestion_value = 1.07143, demand = 15, supply = 14
row = 34, col = 6, congestion_value = 1.28571, demand = 18, supply = 14
row = 34, col = 9, congestion_value = 1.28571, demand = 18, supply = 14
row = 34, col = 38, congestion_value = 1.5, demand = 21, supply = 14
row = 34, col = 39, congestion_value = 1.35714, demand = 19, supply = 14
row = 34, col = 40, congestion_value = 1.71429, demand = 24, supply = 14
row = 34, col = 41, congestion_value = 1.28571, demand = 18, supply = 14
row = 34, col = 42, congestion_value = 1.5, demand = 21, supply = 14
row = 34, col = 45, congestion_value = 1.35714, demand = 19, supply = 14
row = 34, col = 48, congestion_value = 1.21429, demand = 17, supply = 14
row = 34, col = 50, congestion_value = 1.35714, demand = 19, supply = 14
row = 34, col = 52, congestion_value = 1.28571, demand = 18, supply = 14
row = 34, col = 53, congestion_value = 1.21429, demand = 17, supply = 14
row = 35, col = 6, congestion_value = 1.07143, demand = 15, supply = 14
row = 35, col = 9, congestion_value = 1.42857, demand = 20, supply = 14
row = 35, col = 32, congestion_value = 1.28571, demand = 18, supply = 14
row = 35, col = 38, congestion_value = 1.21429, demand = 17, supply = 14
row = 35, col = 39, congestion_value = 1.21429, demand = 17, supply = 14
row = 35, col = 40, congestion_value = 1.28571, demand = 18, supply = 14
row = 35, col = 41, congestion_value = 1.5, demand = 21, supply = 14
row = 35, col = 42, congestion_value = 1.64286, demand = 23, supply = 14
row = 35, col = 45, congestion_value = 1.07143, demand = 15, supply = 14
row = 35, col = 46, congestion_value = 1.07143, demand = 15, supply = 14
row = 35, col = 48, congestion_value = 1.28571, demand = 18, supply = 14
row = 35, col = 50, congestion_value = 1.57143, demand = 22, supply = 14
row = 35, col = 51, congestion_value = 1.07143, demand = 15, supply = 14
row = 35, col = 52, congestion_value = 1.14286, demand = 16, supply = 14
row = 35, col = 53, congestion_value = 1.35714, demand = 19, supply = 14
row = 36, col = 1, congestion_value = 1.07143, demand = 15, supply = 14
row = 36, col = 6, congestion_value = 1.14286, demand = 16, supply = 14
row = 36, col = 9, congestion_value = 1.28571, demand = 18, supply = 14
row = 36, col = 22, congestion_value = 1.07143, demand = 15, supply = 14
row = 36, col = 32, congestion_value = 1.14286, demand = 16, supply = 14
row = 36, col = 38, congestion_value = 1.14286, demand = 16, supply = 14
row = 36, col = 39, congestion_value = 1.14286, demand = 16, supply = 14
row = 36, col = 40, congestion_value = 1.42857, demand = 20, supply = 14
row = 36, col = 41, congestion_value = 1.57143, demand = 22, supply = 14
row = 36, col = 42, congestion_value = 1.71429, demand = 24, supply = 14
row = 36, col = 45, congestion_value = 1.42857, demand = 20, supply = 14
row = 36, col = 46, congestion_value = 1.21429, demand = 17, supply = 14
row = 36, col = 47, congestion_value = 1.07143, demand = 15, supply = 14
row = 36, col = 48, congestion_value = 1.5, demand = 21, supply = 14
row = 36, col = 50, congestion_value = 1.35714, demand = 19, supply = 14
row = 36, col = 51, congestion_value = 1.42857, demand = 20, supply = 14
row = 36, col = 53, congestion_value = 1.42857, demand = 20, supply = 14
row = 37, col = 1, congestion_value = 1.07143, demand = 15, supply = 14
row = 37, col = 6, congestion_value = 1.14286, demand = 16, supply = 14
row = 37, col = 9, congestion_value = 1.21429, demand = 17, supply = 14
row = 37, col = 10, congestion_value = 1.21429, demand = 17, supply = 14
row = 37, col = 32, congestion_value = 1.07143, demand = 15, supply = 14
row = 37, col = 38, congestion_value = 1.28571, demand = 18, supply = 14
row = 37, col = 39, congestion_value = 1.42857, demand = 20, supply = 14
row = 37, col = 40, congestion_value = 1.21429, demand = 17, supply = 14
row = 37, col = 41, congestion_value = 1.5, demand = 21, supply = 14
row = 37, col = 42, congestion_value = 1.42857, demand = 20, supply = 14
row = 37, col = 45, congestion_value = 1.85714, demand = 26, supply = 14
row = 37, col = 46, congestion_value = 1.35714, demand = 19, supply = 14
row = 37, col = 47, congestion_value = 1.28571, demand = 18, supply = 14
row = 37, col = 48, congestion_value = 1.5, demand = 21, supply = 14
row = 37, col = 50, congestion_value = 1.28571, demand = 18, supply = 14
row = 37, col = 51, congestion_value = 1.28571, demand = 18, supply = 14
row = 37, col = 52, congestion_value = 1.07143, demand = 15, supply = 14
row = 37, col = 53, congestion_value = 1.5, demand = 21, supply = 14
row = 37, col = 60, congestion_value = 1.07143, demand = 15, supply = 14
row = 37, col = 63, congestion_value = 1.07143, demand = 15, supply = 14
row = 38, col = 1, congestion_value = 1.07143, demand = 15, supply = 14
row = 38, col = 5, congestion_value = 1.07143, demand = 15, supply = 14
row = 38, col = 6, congestion_value = 1.42857, demand = 20, supply = 14
row = 38, col = 8, congestion_value = 1.07143, demand = 15, supply = 14
row = 38, col = 11, congestion_value = 1.42857, demand = 20, supply = 14
row = 38, col = 13, congestion_value = 1.07143, demand = 15, supply = 14
row = 38, col = 14, congestion_value = 1.07143, demand = 15, supply = 14
row = 38, col = 18, congestion_value = 1.35714, demand = 19, supply = 14
row = 38, col = 38, congestion_value = 1.5, demand = 21, supply = 14
row = 38, col = 39, congestion_value = 1.64286, demand = 23, supply = 14
row = 38, col = 40, congestion_value = 1.57143, demand = 22, supply = 14
row = 38, col = 41, congestion_value = 1.21429, demand = 17, supply = 14
row = 38, col = 42, congestion_value = 1.35714, demand = 19, supply = 14
row = 38, col = 44, congestion_value = 1.14286, demand = 16, supply = 14
row = 38, col = 45, congestion_value = 1.64286, demand = 23, supply = 14
row = 38, col = 46, congestion_value = 1.57143, demand = 22, supply = 14
row = 38, col = 47, congestion_value = 1.07143, demand = 15, supply = 14
row = 38, col = 48, congestion_value = 1.57143, demand = 22, supply = 14
row = 38, col = 50, congestion_value = 1.5, demand = 21, supply = 14
row = 38, col = 51, congestion_value = 1.64286, demand = 23, supply = 14
row = 38, col = 53, congestion_value = 1.28571, demand = 18, supply = 14
row = 38, col = 58, congestion_value = 1.28571, demand = 18, supply = 14
row = 38, col = 63, congestion_value = 1.21429, demand = 17, supply = 14
row = 39, col = 5, congestion_value = 1.42857, demand = 20, supply = 14
row = 39, col = 6, congestion_value = 1.57143, demand = 22, supply = 14
row = 39, col = 11, congestion_value = 1.21429, demand = 17, supply = 14
row = 39, col = 18, congestion_value = 1.35714, demand = 19, supply = 14
row = 39, col = 19, congestion_value = 1.21429, demand = 17, supply = 14
